,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,-1,新冠,2020-03-18,一月 二十三 号 我 就 在 微博 质疑 可能 是 军运会 美国 人 带来 的 病毒 这才 是 较 高水平 的 合理 怀疑 推荐 耐心 仔细 看 完 这个 视频 比较,2020-03-18 12:07:00,0,0,0,__label__negative,1e-05,0.97632,0.29422,0.97632,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
1,2,-1,新冠,2020-03-18,哟 这么 快 呢,2020-03-17 12:59:00,0,0,0,__label__negative,0.00859,0.78794,0.00477,0.78794,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
2,3,-1,新冠,2020-03-18,马 了 康康 马 在 这么 多 疑点 的 情况 下 我 觉得 是 合理 怀疑 但 缺乏 更 多 证据 的 条件 下 一切 还 不能 定论 这 条 视频 时间 线 非常 清晰 完整 了 提出 多种 可能 值得 看,2020-03-18 12:07:00,1,0,0,__label__negative,0.05034,0.37024,0.13297,0.37024,0.0,"病毒, 美国, 视频, o, 证据","virus, United States, video, o, evidence"
3,4,-1,新冠,2020-03-18, 乐山 约 拍 欧洲 新冠 肺炎 死亡 人数 超过 亚洲 所以 今天 还是 向 大佛 祈愿 世界 和平 吧,2020-03-18 22:59:00,0,2,1,__label__negative,0.1733,0.39235,0.01206,0.39235,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
4,5,-1,新冠,2020-03-18,朋友 们 请 大家 帮 一个 忙 我们 基金会 请 了 很多 参与 新冠 病毒 治疗 的 一线 临床 医生 花 了 一 星期 的 时间 写 了 一本 医院 医生 和 护士 的 治疗 护理 手册 今天 上线 今天 全球 绝大部分 医院 都 将 面临 挑战 我 特别 希望 把 这些 实战经验 能 尽快 分享 给 世界各地 的 医院 和 医护人员 所以 请 大家 帮助 下载 打印 或是 转发 送给 ​ ,2020-03-18 22:59:00,0,0,0,__label__negative,0.34866,0.5078199999999999,0.00176,0.5078199999999999,0.0,"病毒, 美国, 视频, o, 证据","virus, United States, video, o, evidence"
5,6,-1,新冠,2020-03-18,美国 资产 负债表 崩盘 杠杆 达到 历史 最高 股市 进入 股灾 模式 债券 正在 顶部 盘跌 新冠 肺炎 是 导火索 全球 进入 经济衰退 没有 至少 三年 恢复 不了 元气 波音 股票 自 空难 后 跌幅 已经 到达 七十五 a 股 主力 已经 提前 逃跑 散户 融资 融券 在 高位 套牢 可怜的 散户 和 大散们 不会 股票 技术 面 不懂 经济 基本常识 几十年 股 ​ ,2020-03-18 22:59:00,0,0,2,__label__positive,0.43016,0.16452999999999998,0.16887,0.43016,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
6,7,-1,新冠,2020-03-18, 库兹马 希望 明早 醒来 看到 的 是 湖人 全员 新冠 病毒检测 为 阴性 健康 最重要,2020-03-18 22:59:00,0,0,13,__label__positive,0.06955,0.04469,0.05836,0.06955,3.0,"防控, 确诊, 钟南山, 英国, 中国","Prevention and control, Confirmed diagnosis, Zhong Nanshan, United Kingdom, China"
7,8,-1,新冠,2020-03-18,中央 低 风险 地区 必要 的 健康 证明 要 全国 互认 关注 新冠 肺炎 除 湖北 北京 以外 对于 省内 仍 有 中 风险 县区 的 省份 要 做好 精准 防控 有序 恢复 生产 生活 秩序 低 风险 地区 之间 的 人员 和 货物 流动 必要 的 健康 证明 要 做到 全国 互认 不得 再 设置障碍 不对 人员 采取 隔离 措施,2020-03-18 20:59:00,0,0,2,__label__positive,0.95258,0.1733,0.00039,0.95258,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
8,9,-1,新冠,2020-03-18,最新 数据 一百五十 九个 国家 和 地区 确诊 十 一万五千 六百 七十五 例新冠 肺炎 截至 北京 时间 三月 十八日 十二时 除 中国 外 一百五十 九个 国家 和 地区 累计 确诊 十 一万四千 九百 六十三 例新冠 肺炎 钻石 公主 号 邮轮 七百 一十二 例 累计 死亡 四千 六百 七十五 例 o,2020-03-18 22:59:00,0,0,0,__label__neutral,0.29422,0.00421,0.91965,0.91965,1.0,"武汉, 源头, 西班牙, 例, 钟南山","Wuhan, source, Spain, example, Zhong Nanshan"
9,10,-1,新冠,2020-03-18,开始 反击 老川,2020-03-18 21:20:00,0,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,0.0,"病毒, 美国, 视频, o, 证据","virus, United States, video, o, evidence"
10,11,-1,新冠,2020-03-18,哈哈 之前 看 了 这位 太太 的 新冠 病毒 科普 我 好 吃惊 搞 科研 的 业 馀 还 能 写 小文 看来 兴趣 是 没有 边界 的 😂,2020-03-18 19:00:00,0,0,0,__label__negative,0.00942,0.81758,0.04604,0.81758,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
11,12,-1,新冠,2020-03-18,纪念 曾经 战斗 过 的 地方 我们 永远 是 安徽 的 协和 东医人 协和 东医人 抗击 新冠 肺炎 纪实 一袭 白衣 逆行 无畏 神兵天降 皖 无一失 谢谢 你 为 湖北 拼过 命,2020-03-18 17:36:00,0,0,0,__label__negative,0.1733,0.94968,0.0006799999999999999,0.94968,3.0,"防控, 确诊, 钟南山, 英国, 中国","Prevention and control, Confirmed diagnosis, Zhong Nanshan, United Kingdom, China"
12,13,-1,新冠,2020-03-18,白 左 还是 让 人 感觉 好 一点 吧 至少 他们 还是 人 特朗普 那种 连人 都 算不上 不知道 那些 亚裔 川粉 咋 想 的,2020-03-18 21:20:00,0,0,1,__label__negative,0.00114,0.98902,0.02932,0.98902,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
13,14,-1,新冠,2020-03-18,忽然 踏 马的 一股 清,2020-03-18 21:20:00,0,0,0,__label__positive,0.97632,0.01913,0.00047,0.97632,0.0,"病毒, 美国, 视频, o, 证据","virus, United States, video, o, evidence"
14,15,-1,新冠,2020-03-18,时间 线 清晰 分析 合理 也 没有 急于 得出结论 是 在 很 客观 的 基础 上去 合理 怀疑 值得 一,2020-03-18 12:07:00,0,0,0,__label__negative,0.05836,0.92415,0.00134,0.92415,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
15,16,-1,新冠,2020-03-18,欧洲 新冠 肺炎 死亡 人数 超过 亚洲,2020-03-18 22:59:00,0,0,0,__label__negative,0.00074,0.73717,0.13662,0.73717,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
16,21,-1,新冠,2020-03-18,一月 二十三 号 我 就 在 微博 质疑 可能 是 军运会 美国 人 带来 的 病毒 这才 是 较 高水平 的 合理 怀疑 推荐 耐心 仔细 看 完 这个 视频 比较,2020-03-18 12:07:00,0,0,0,__label__negative,1e-05,0.97632,0.29422,0.97632,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
17,22,-1,新冠,2020-03-18,近期 随着 新冠 肺炎 疫情 的 有效 防控 安徽省 各行各业 正在 逐步 稳妥 有序 地 复工 复产 全省 各级 登记 管理机构 要求 各 社会 组织 特别 是 行业协会 商会 要 有效 发挥 政府 的 助手 行业 的 抓手 企业 的 帮手 作用 引导 会员 企业 一手 抓 疫情 防控 一手 抓 企业 复工 复产 据 不完全 统计 仅 省级 就 有 一百五十 馀 家 行业协会 商会 始终 在 两 ​ ,2020-03-18 22:59:00,0,0,1,__label__positive,0.6370399999999999,0.25684,0.00592,0.6370399999999999,3.0,"防控, 确诊, 钟南山, 英国, 中国","Prevention and control, Confirmed diagnosis, Zhong Nanshan, United Kingdom, China"
18,23,-1,新冠,2020-03-18,重磅 安徽 即日起 解除 封闭式 管理 三月 十八日 安徽省 新型 冠状病毒 感染 肺炎 疫情 防控 应急 综合 指挥部 办公室 发布 关于 做好 新冠 肺炎 疫情 三级 应急 响应 下 有关 防控 措施 调整 工作 的 通知 以下 简称 通知 通知 提出 从即日起 解除 封闭式 管理 全面 推动 机关 企事业 单位 恢复正常 运行 等 措施 　 　 据悉 二千 零 二十年 三 ​ ,2020-03-18 22:59:00,0,0,0,__label__positive,0.99088,0.05186,0.00037,0.99088,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
19,24,-1,新冠,2020-03-18,钟南山 新冠 肺炎 死亡率 高于 流感 传染性 高于 sars o,2020-03-18 22:59:00,0,0,0,__label__positive,0.84798,0.03965,0.00349,0.84798,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
20,25,-1,新冠,2020-03-18,根据 cnn 报道 作为 英国政府 应对 新冠 疫情 的 高级顾问 neil ferguson 在 出现 症状 之前 曾 与 包括 英国首相 boris johnson 在内 的 多位 英国 高层 进行 过 会面 查看 图,2020-03-18 17:05:00,0,0,0,__label__neutral,0.21208,0.0006799999999999999,0.96887,0.96887,3.0,"防控, 确诊, 钟南山, 英国, 中国","Prevention and control, Confirmed diagnosis, Zhong Nanshan, United Kingdom, China"
21,26,-1,新冠,2020-03-18,现在 全球股市 都 在 比 惨 不建议 留在 a 股 瞎折腾 赚钱 要 看 时候 全球 新冠 疫情 高峰期 还 没到来,2020-03-18 22:59:00,0,0,1,__label__negative,0.00434,0.8267200000000001,0.14806,0.8267200000000001,2.0,"死亡, 人数, 亚洲, 欧洲, 超过","death, Number of people, Asia, Europe, exceed"
22,27,-1,新冠,2020-03-18,钟南山 回应 新冠 肺炎 源头 我们 把 人民 的 健康 和 生命 平安 是 放在 第一 我们 做到 了 经济损失 很大 但 换来 了 老百姓 的 平安 感恩 国家 🙏 🙏 🙏 我 骄傲 我 是 中国 人,2020-03-18 22:59:00,0,0,1,__label__positive,0.44554,0.16452999999999998,0.01407,0.44554,3.0,"防控, 确诊, 钟南山, 英国, 中国","Prevention and control, Confirmed diagnosis, Zhong Nanshan, United Kingdom, China"
23,28,-1,新冠,2020-03-18,全国 人民 都 当以 最高的 敬意 致敬 驰援 武汉 的 医务人员 今日 英雄 归来 已 是 春风 万里 当时 壮士 出征 可 曾 风萧萧 兮 没有 几万 白衣战士 会战 武汉 哪有 中国 战胜 新冠 肺炎 的 笃定 和 自信 想想 当时 可 都 是 做好 了 被 感染 甚至 牺牲 的 准备 的,2020-03-18 20:52:00,0,0,0,__label__positive,0.53899,0.25092,0.01451,0.53899,1.0,"武汉, 源头, 西班牙, 例, 钟南山","Wuhan, source, Spain, example, Zhong Nanshan"
24,30,-1,新冠,2020-03-18,中国 专家 进入 意大利 重灾区 工作难度 超出 预期 截至 十七日 十八 时 意大利 累计 新冠 肺炎 确诊 病例 升至 三万 一千五百 零六 例 较 上 一日 增加 三千五百 二十六 例 累计 死亡 二千五百 零 三例 十七日 中国 赴 意大利 医疗 专家组 从 首都 罗马 奔赴 疫情 严重的 北部 城市 帕多瓦 o,2020-03-18 22:59:00,0,0,1,__label__neutral,0.46103,0.0007,0.98202,0.98202,4.0,"美国, 病毒, 疫苗, 确诊, 六百","United States, virus, vaccine, Confirmed diagnosis, Six hundred"
25,31,-1,新冠,2020-03-18,对比 万亿 茅台 拥有 数不清 世界领先 技术 的 波音公司 市值 仅仅 不到 六百 亿美元 了 新冠 病毒 疫情 使以 波音公司 为 代表 的 美国 制造业 遭受 重创 制造业 回流 美国 的 计划 难上加难 查看 图,2020-03-18 22:10:00,0,0,0,__label__neutral,0.08271,0.28778000000000004,0.34866,0.34866,0.0,"病毒, 美国, 视频, o, 证据","virus, United States, video, o, evidence"
