,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__negative,新冠,2020-03-10,白宫 称 特朗普 尚未 接受 新冠 病毒检测 他 做 不做 检测 都 不敢 说 啊 让 怎么 回答,2020-03-10 22:59:00,0,0,1,__label__negative,0.00092,0.98146,0.02097,0.98146,2.0,"伊朗, 病毒, 社会, 不能, 担心","Iran, virus, society, Can't, worry"
1,3,__label__negative,新冠,2020-03-10,雨后 雨 后 悠游 淡淡 忘忧 霓虹 的 倒影 明彩亮 美 人生 的 光景 凝念 心头 喷水池 寂寞 游客 静幽幽 新冠 旧例 世俗 存留 剪 不断 理 凌乱 前步 往 愿 排忧 世间 寻 灵效 身藏 妙药 留心 存善念 健康 在 你 手 图片 fong leong 文 林雪,2020-03-10 22:59:00,0,0,4,__label__negative,0.30737,0.46103,0.10376,0.46103,1.0,"例, 伊朗, 新增, 确诊, 八百","example, Iran, New, Confirmed diagnosis, Eight hundred"
2,7,__label__negative,新冠,2020-03-10,fuck you 蓬佩奥 将 新冠 病毒 称为 武汉 冠状病毒 耿爽 卑劣 o 蓬佩奥 将 新冠 病毒 称为 武汉 冠状病毒 耿爽 卑劣,2020-03-10 22:59:00,0,0,0,__label__neutral,0.00122,0.14806,0.94166,0.94166,0.0,"物资, 病毒, 三月, 确诊, 意大利","Supplies, virus, March, Confirmed diagnosis, Italy"
3,11,__label__positive,新冠,2020-03-10,每日 金句 习近平 论 把 新冠 肺炎 防控 科研 攻关 作为 一项 重大 而 紧迫 任务 o 每日 金句 习近平 论 把 新冠 肺炎 防控 科研 攻关 作为 一项 重大 而 紧迫 任务,2020-03-10 22:59:00,0,0,0,__label__positive,1.00001,1e-05,1e-05,1.00001,1.0,"例, 伊朗, 新增, 确诊, 八百","example, Iran, New, Confirmed diagnosis, Eight hundred"
4,18,__label__positive,新冠,2020-03-10,湖南 一级 响应 调整 为 二级 湖南省 新冠 肺炎 疫情 防控 突发 公共卫生 事件 应急 响应 级别 由 一级 调整 为 二级 根据 国家有关 规定 和 湖南省 突发 公共卫生 事件 应急 预案 结合 我省 当前 新冠 肺炎 疫情 防控 形势 省新冠 肺炎 疫情 防控 工作 领导小组 决定 湖南省 新冠 肺炎 疫情 防控 突发 公共卫生 事件 应急 响应 级别 由 一级 调整 为 ​ ,2020-03-10 22:59:00,0,5,5,__label__positive,0.93246,0.055020000000000006,1e-05,0.93246,4.0,"病例, 防控, 确诊, 例, 响应","Case, Prevention and control, Confirmed diagnosis, example, response"
5,22,__label__neutral,新冠,2020-03-10,西方 民主 国家 在 新冠 肺炎 面前 简直 就是 一个 笑话 特指 美帝,2020-03-10 22:59:00,1,0,0,__label__negative,0.00084,0.99568,0.0073599999999999985,0.99568,4.0,"病例, 防控, 确诊, 例, 响应","Case, Prevention and control, Confirmed diagnosis, example, response"
6,30,__label__negative,新冠,2020-03-10,新冠 疫情 重创 泰国 旅游业 泰国 总理府 副 发言人 黛素丽 近日 表示 新冠 疫情 直接 导致 泰国 导游 失业 游客 数量 急剧 下滑 根据 泰国 旅游局 发布 的 数字 显示 今年 一月 至 四月 期间 仅 中国 游客 数量 的 锐减 就 将 给 泰国 造成 预计 三十 五 亿美元 的 经济损失,2020-03-10 22:59:00,0,0,0,__label__positive,0.47659,0.05666,0.17782,0.47659,4.0,"病例, 防控, 确诊, 例, 响应","Case, Prevention and control, Confirmed diagnosis, example, response"
7,44,__label__neutral,新冠,2020-03-10,日本 当日 新增 五十九 例新冠 肺炎 确诊 病例 总计 五百 八十一 例 据 日本 放送 协会 消息 根据 日本 各地 的 地方 自治 团体 和 厚生 劳动 省 通报 的 数据 截至 当地 时间 o 十日 晚 十一时 十日 当天 新增 五十九 人 感染 新冠 肺炎 日本 国内 新冠 肺炎 感染者 达到 五百 六十七 人 加上 包机 归国 的 确诊 病例 十四 例 日本 新冠 肺炎 感染者 累计 五百 八十一 人 目前 日本 国内 因新冠 肺炎 导致 的 死亡 人数 为 一 ​ ,2020-03-10 22:59:00,1,0,0,__label__neutral,0.00066,0.40734,0.8634,0.8634,4.0,"病例, 防控, 确诊, 例, 响应","Case, Prevention and control, Confirmed diagnosis, example, response"
8,53,__label__negative,新冠,2020-03-10,总是 这么 欢乐 印度 民众 火烧 新冠 病毒 塑像 希望 消除 病毒 o 印度 民众 火烧 新冠 病毒 塑像 希望 消除 病毒,2020-03-10 22:59:00,0,0,0,__label__positive,0.7982,0.16452999999999998,0.0036,0.7982,0.0,"物资, 病毒, 三月, 确诊, 意大利","Supplies, virus, March, Confirmed diagnosis, Italy"
9,68,__label__negative,新冠,2020-03-10,t 请 大家 继续 监督 该 监督 的 对象 否则 我们 每 一个 人 都 是 杀死 这些 医生 的 凶手 高烧 降温 的 第二天 还 在 上 前线 生前 的 最后 一条 朋友圈 是 感谢 全国 各地 的 支援 和 请求 大家 转发 支援 医护 设备 真的 很 难过 我们 做 的 不够,2020-03-10 12:55:00,0,0,0,__label__negative,0.01206,0.99568,0.00095,0.99568,3.0,"西班牙, 病例, 确诊, 三月, 意大利","Spain, Case, Confirmed diagnosis, March, Italy"
10,71,__label__positive,新冠,2020-03-10,湖北省 新冠 肺炎 疫情 防控 指挥部 物资 保障 组 医用 防护 物资 分配情况 公示 三月 九日 o,2020-03-10 22:59:00,0,0,0,__label__positive,0.8558600000000001,0.10376,1e-05,0.8558600000000001,0.0,"物资, 病毒, 三月, 确诊, 意大利","Supplies, virus, March, Confirmed diagnosis, Italy"
11,77,__label__negative,新冠,2020-03-10,看起来 是 新冠 疫情 的 次生 灾害 但是 但是 本来 这是 完全 可以 避免 的 从 对 违建 的 监管 到 选定 这个 酒店 作为 隔离 点 都 没有 把 应该 做好 的 工作 做 得 更 细致 点 我们 已经 承受 不起 更 多 的 灾难 了,2020-03-10 18:33:00,0,0,0,__label__positive,0.7186,0.40734,0.00151,0.7186,1.0,"例, 伊朗, 新增, 确诊, 八百","example, Iran, New, Confirmed diagnosis, Eight hundred"
12,78,__label__negative,新冠,2020-03-10,啊啊啊 啊啊啊 免疫抗体 君 不可以 碰 那里 让 白细胞 去 消灭 她 回复 真 就 新冠娘,2020-03-10 21:58:00,0,0,0,__label__negative,0.00039,0.99243,0.01543,0.99243,3.0,"西班牙, 病例, 确诊, 三月, 意大利","Spain, Case, Confirmed diagnosis, March, Italy"
13,82,__label__neutral,新冠,2020-03-10,伊朗 确诊 病例 突破 八千 一天 新增 八百 八十一 例 新冠 肺炎 防控 抗击 新型 肺炎 进行 时 伊朗 卫生部 三月 十日 宣布 过去 一天 伊朗 境内 新增 新冠 肺炎 感染者 八百 八十一 例 累计 八千 零 四十二 例 新增 死亡 五十四 例 累计 二百 九十 一例 已有 二千 七百 三十一 人 治愈,2020-03-10 22:59:00,0,0,0,__label__neutral,0.00859,0.00691,0.98202,0.98202,1.0,"例, 伊朗, 新增, 确诊, 八百","example, Iran, New, Confirmed diagnosis, Eight hundred"
