,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__neutral,新冠,2020-03-13,英媒 巴西 总统 博索 纳罗新冠 病毒检测 阳性 七日 曾 与 特朗普 共 进晚餐 据 英国 镜报 刚刚 消 北京日报 客户端 在 百度 动态 发表 了 新 动态 o 网页 链,2020-03-13 22:59:00,0,0,0,__label__neutral,1e-05,1e-05,1.00001,1.00001,1.0,"总统, 巴西, 阳性, 特朗普, 病毒检测","president, Brazil, Positive, Trump, Virus detection"
1,3,__label__neutral,新冠,2020-03-13,法庭 提醒 外媒 巴西 总统 新冠 病毒检测 阳性 曾 与 特朗普 共 进晚餐 据 英国 镜报 刚刚 消息 巴西 总统 博索 纳罗新冠 病毒检测 呈 阳性 他 目前 正在 等待 第二次 检测 的 结果 以 确认 是否 确诊 当地 时间 三月 十二日 下午 巴西政府 公布 消息 因 总统府 新闻 秘书 兼 媒体 部门 负责人 新冠 肺炎 确诊 巴西 总统 博索 纳罗 及其 ​ ,2020-03-13 23:00:00,0,3,1,__label__neutral,1e-05,1e-05,1.00001,1.00001,1.0,"总统, 巴西, 阳性, 特朗普, 病毒检测","president, Brazil, Positive, Trump, Virus detection"
2,11,__label__negative,新冠,2020-03-13,巴西 总统 新冠 肺炎 检测 呈 阳性 床 总 还 会 远 吗 特朗普 坚称 自己 不需要 检测,2020-03-13 22:59:00,0,1,3,__label__neutral,0.00079,0.03848,0.96692,0.96692,1.0,"总统, 巴西, 阳性, 特朗普, 病毒检测","president, Brazil, Positive, Trump, Virus detection"
3,18,__label__positive,新冠,2020-03-13,特朗普 我 真的 很 担心 特朗普 唉 唉 希望 他 身体 够 好 人类 命运 共同体 希望 新冠 赶快 过去,2020-03-13 22:59:00,0,0,0,__label__positive,1.00001,1e-05,0.00188,1.00001,0.0,"美国, 四十, 拿不出, 四百美元, 🙏","United States, forty, Can't get out, Four hundred dollars, 🙏"
4,22,__label__neutral,新冠,2020-03-13,巴西 总统 新冠 病毒检测 阳性 特朗普 坚称 自己 不需要 检测 川 建国 你 加油 二广,2020-03-13 22:59:00,2,5,16,__label__neutral,1e-05,1e-05,1.00001,1.00001,1.0,"总统, 巴西, 阳性, 特朗普, 病毒检测","president, Brazil, Positive, Trump, Virus detection"
5,25,__label__neutral,新冠,2020-03-13,腾讯 新闻 英媒 巴西 总统 博索 纳罗新冠 病毒检测 阳性 曾 与 特朗普 共 进晚餐 o,2020-03-13 22:59:00,0,0,0,__label__neutral,1e-05,1e-05,1.00001,1.00001,1.0,"总统, 巴西, 阳性, 特朗普, 病毒检测","president, Brazil, Positive, Trump, Virus detection"
6,27,__label__negative,新冠,2020-03-13,特朗普 把 疫情 推卸 给 中国 请问 为何 美国 病毒 所 关闭 为何 把 流感 和 新冠 病毒 不区分 治疗 请问 美国 所谓 流感 传染给 武汉 军运会 如何 解释 特朗普 甩锅 伤人,2020-03-13 22:59:00,0,3,10,__label__neutral,0.00713,0.0716,0.8397399999999999,0.8397399999999999,2.0,"病毒, 中国, 三月, 特朗普, 美国","virus, China, March, Trump, United States"
7,30,__label__neutral,新冠,2020-03-13,特朗普 我 有点 怀疑 新冠 的 终极目标 了,2020-03-13 22:59:00,0,0,2,__label__neutral,1e-05,0.37024,0.98868,0.98868,2.0,"病毒, 中国, 三月, 特朗普, 美国","virus, China, March, Trump, United States"
8,44,__label__neutral,新冠,2020-03-13,一 月初 就 有 儿童 感染 新冠且 未 接触 海鲜 市场 这项 研究 表明 在 武汉 新冠 肺炎 爆发 的 早期 新冠 肺炎 就 发生 在 儿童 中 并 引起 中度 至 重度 呼吸系统 疾病 但 患者 或 家属 均 没有 直接 接触 过 华南 海鲜 批发市场 或 彼此 直接 接触 过,2020-03-13 19:09:00,0,0,0,__label__negative,0.06561,0.7491,0.01407,0.7491,2.0,"病毒, 中国, 三月, 特朗普, 美国","virus, China, March, Trump, United States"
9,53,__label__positive,新冠,2020-03-13,祝你好运 勒,2020-03-13 22:44:00,0,0,0,__label__negative,1e-05,0.99769,1e-05,0.99769,2.0,"病毒, 中国, 三月, 特朗普, 美国","virus, China, March, Trump, United States"
