,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,-1,冠状病毒,2020-01-19,新型 冠状病毒 传染 来源 还 未找到 去年 在 某 医院 挂 知名 专家号 二次 复查 某 大夫 让 我们 这么 吃 抗生素 一三五 吃 这 两个 其中 一个 二四六 吃 泼尼松 片 从 阿奇 霉素 干 混 悬剂 开始 到 环酯 红霉素 干 混 悬剂 有 这么 用 抗生素 的 吗 pbb 迁延 性 细菌性 支气管炎 用 这么 治疗 嘛,2020-01-19 22:59:00,0,0,0,__label__negative,0.21208,0.4225100000000001,0.06955,0.4225100000000001,3.0,"武汉, 病例, 国家, 例, 防控","Wuhan, Case, country, example, Prevention and control"
1,2,-1,冠状病毒,2020-01-19,当年 帮 导师 写书 关于 舆情 管理 第一章 非典 就是 我 写 的 调研 采访 做 了 不少 对于 这次 的 新型 冠状病毒 我 只能 说 无论 任何 组织 和 个人 说 什么 一个 标点符号 都 不要 信 少 出门 戴 口罩 搞好 个人卫生,2020-01-17 19:48:00,0,0,0,__label__neutral,0.09536,0.03734,0.7058,0.7058,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
2,3,-1,冠状病毒,2020-01-19,大家 都 到 东北 来 吧 知道 为什么 叫 瑞雪兆丰年 吧 简单 说 就是 大雪 把 害虫 🐛 和 病毒 都 给 冻死 了 所以 来 年 都 是 好收成 所以 武汉 新 冠状病毒 就是 在 武汉 这种 不冷不热 的 天气 里 孵化 出来 的 我 记得 当年 的 非典 也 是从 南方 先 出来 的 非洲 病毒 多 也 是 这种 原因 所以 东北 是 个 好 地方 快点 来 吧 ​ ,2020-01-19 22:59:00,7,19,20,__label__negative,0.00611,0.945,0.016919999999999998,0.945,3.0,"武汉, 病例, 国家, 例, 防控","Wuhan, Case, country, example, Prevention and control"
3,4,-1,冠状病毒,2020-01-19,回复 你 是 有病 吧 已经 确定 了 新型 冠状病毒 的 肺炎 我 也 是 服 了 你 的 疑似 合着 这个 国家 欺压 愚弄百姓 的 证权 被 迫害 妄想症 发作 了 吧,2020-01-17 22:12:00,0,0,0,__label__negative,1e-05,0.8991299999999999,0.53899,0.8991299999999999,0.0,"发现, 上海, 没有, 感染, 零","Find, Shanghai, No, infection, zero"
4,5,-1,冠状病毒,2020-01-19,新型 冠状病毒 传染 来源 还 未找到 野生动物,2020-01-19 22:59:00,0,0,1,__label__positive,0.76066,0.00859,0.02932,0.76066,2.0,"来源, 传染, 未找到, 希望, 🙏","source, infection, Not found, hope, 🙏"
5,6,-1,冠状病毒,2020-01-19,新型 冠状病毒 传染 来源 还 未找到 武汉大学 城 留学人员 很多 武汉 外籍 人员 也 很多 有没有 可能 是 外籍 人员 引入 二 大连,2020-01-19 22:59:00,0,1,7,__label__negative,0.19684,0.97703,1e-05,0.97703,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
6,7,-1,冠状病毒,2020-01-19,一定 小心 当年 帮 导师 写书 关于 舆情 管理 第一章 非典 就是 我 写 的 调研 采访 做 了 不少 对于 这次 的 新型 冠状病毒 我 只能 说 无论 任何 组织 和 个人 说 什么 一个 标点符号 都 不要 信 少 出门 戴 口罩 搞好 个人卫生,2020-01-17 19:48:00,0,0,0,__label__neutral,0.12253,0.05034,0.58511,0.58511,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
7,8,-1,冠状病毒,2020-01-19,专家 武汉 冠状病毒 肺炎 新增 病例 预计 增加 但 总体 可治,2020-01-19 09:43:00,0,0,0,__label__positive,0.91491,0.00035,0.4688,0.91491,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
8,9,-1,冠状病毒,2020-01-19,当年 帮 导师 写书 关于 舆情 管理 第一章 非典 就是 我 写 的 调研 采访 做 了 不少 对于 这次 的 新型 冠状病毒 我 只能 说 无论 任何 组织 和 个人 说 什么 一个 标点符号 都 不要 信 少 出门 戴 口罩 搞好 个人卫生,2020-01-17 19:48:00,0,0,0,__label__neutral,0.09536,0.03734,0.7058,0.7058,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
9,11,-1,冠状病毒,2020-01-19,分享 网易 专题 武汉 发现 新型 冠状病毒 武汉 新型 冠状病毒 肺炎 累计 感染 六十二 例 专家 预计 新增 病例 还 可能 继续 增加 但 总体 可治 目前 武汉 已 实施 出境 离 o 武汉 现 不明 原因 肺炎 网易 新闻,2020-01-19 22:58:00,0,0,0,__label__neutral,0.21208,0.10376,0.22271,0.22271,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
10,12,-1,冠状病毒,2020-01-19,新型 冠状病毒 传染 来源 还 未找到 专家 称 武汉 冠状病毒 肺炎 总体 可治 专家 介绍 武汉 新增 十七 例 新型 冠状病毒 肺炎 病例 随着 检测 工作 进一步 开展 预计 新增 病例 可能 继续 增加 新型 冠状病毒 感染 的 肺炎 总体 可治 对 本次 的 疫情 初步 印象 是 新型 冠状病毒 的 传染 力不强 不排除 有限 人 传人 的 可能 via 央视 新闻 ​ ,2020-01-19 22:58:00,7,4,14,__label__negative,0.00556,0.75493,0.32768,0.75493,1.0,"传染, 来源, 武汉, 未找到, 尚未","infection, source, Wuhan, Not found, Not yet"
11,13,-1,冠状病毒,2020-01-19,韩国 现 不明 原因 肺炎 病例 上海 没有 发现 新型 冠状病毒 肺炎 上海 加强 对 可疑 病例 筛查 积极 防控 新型 冠状病毒 感染 肺炎 全市 各类 医疗机构 已 全面 加强 预检分诊 和 发热 门诊 的 力量 配置 规范 开展 对 可疑 病例 的 监测 筛查 诊断 治疗 和 处置 工作 保障 市民 健康 和 城市 公共卫生 安全 新型 冠状,2020-01-19 19:49:00,1,0,0,__label__positive,0.9363,0.0063,0.1067,0.9363,2.0,"来源, 传染, 未找到, 希望, 🙏","source, infection, Not found, hope, 🙏"
