,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__positive,新冠,2020-03-11,世卫 组织 强调 全球 要 加强 联防 联控 新冠 肺炎 疫情 o,2020-03-11 22:59:00,0,0,0,__label__positive,1.00001,1e-05,0.01365,1.00001,4.0,"确诊, 病毒, o, 感染, 健康","Confirmed diagnosis, virus, o, infection, health"
1,3,__label__negative,新冠,2020-03-11,行 吧 fia formulae 官方 宣布 因受 新冠 肺炎 疫情 影响 原定 于 二千 零 二十年 四月 四日 举行 的 fe 电动 方程式 罗马 站 和 原定 于 六月 六日 举行 的 fe 电动 方程式 雅加达 站 比赛 将 延期 举行 fe 电动 方程式 联合 创始人 alberto longo 鉴于 fe 电动 方程式 原定 举办地 的 疫情 日益加剧 我们 正在 紧急 商讨 各种 应对 方案 避免 受 病毒 侵袭 的 同时 ​ ,2020-03-11 22:59:00,0,0,0,__label__positive,0.73107,0.08511,0.02932,0.73107,0.0,"病毒, 会, 病例, 武汉, 神山","virus, meeting, Case, Wuhan, God mountain"
2,7,__label__positive,新冠,2020-03-11,雅雅 妈 我国 大部分 省市 都 已经 出现 零增长 的 状态 了 治愈 人数 也 在 逐渐 增加 说明 新冠 病毒 患者 在 我国 已经 越 中国 马上 取得 新 冠状 肺炎 战役 的 胜利 韩国 的 一个 决策 特别 不厚道 o,2020-03-11 22:59:00,0,0,1,__label__positive,0.75493,0.30076,0.0067,0.75493,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
3,8,__label__positive,新冠,2020-03-11,江淮 战 疫 安徽省 实现 新冠 肺炎 在院 确诊 病例 治愈 清零 o,2020-03-11 22:59:00,0,0,0,__label__positive,1.00001,1e-05,0.00156,1.00001,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
4,18,__label__negative,新冠,2020-03-11,没事 各自 忙 有难 一起 扛 我 已 零元 加入 新冠 病毒 互助 计划 次日 生效 不限 年龄 不分 地域 不收取 管理费 更 有 新浪 捐助 一千万元 助力 全民 战 疫 众志成城 疫情 退散 o 免费 领取 三十万 抗 肺炎 保障,2020-03-11 22:59:00,0,0,0,__label__positive,0.55448,0.43783,0.008329999999999999,0.55448,4.0,"确诊, 病毒, o, 感染, 健康","Confirmed diagnosis, virus, o, infection, health"
5,30,__label__negative,新冠,2020-03-11,他 的 发言 总是 那么 厉,2020-03-11 20:34:00,0,0,0,__label__negative,1e-05,1.00001,0.00188,1.00001,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
6,43,__label__positive,新冠,2020-03-11,三月 十一日 零 十二时 贵州省 新冠 肺炎 疫情 情况 二千 零 二十年 三月 十一日 零 十二时 全省 新型 冠状病毒 肺炎 无 新增 确诊 病例 详见 o,2020-03-11 22:59:00,1,0,1,__label__positive,0.99776,0.00072,0.00507,0.99776,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
7,44,__label__positive,新冠,2020-03-11,三月 十一日 零 十二时 贵州省 新冠 肺炎 疫情 情况 二千 零 二十年 三月 十一日 零 十二时 全省 新型 冠状病毒 肺炎 无 新增 确诊 病例 详见 o,2020-03-11 22:59:00,1,0,1,__label__positive,0.99776,0.00072,0.00507,0.99776,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
8,52,__label__negative,新冠,2020-03-11,是 的 一月份 西雅图 政府 要求 实验室 不检测 新冠 病毒 二月 实验室 私自 检测 留存 的 样本 证实 有 一例 划 重点 样本 应该 是 一月份 的 说明 美国 一月份 已经 有 新冠,2020-03-11 17:57:00,0,0,0,__label__negative,1e-05,0.99951,0.005229999999999999,0.99951,3.0,"医院, 一月份, 武汉, 无法, 实验室","hospital, January, Wuhan, Unable, laboratory"
9,53,__label__neutral,新冠,2020-03-11,实时 播报 日本 新增 五十三 例新冠 肺炎 患者 累计 六百 二十 例 嗨 牛 财经 讯 据 日本广播协会 电视台 报道 截至 当地 时间 三月 十一日 二十三时 日本 当天 新增 五十三 例新冠 肺炎 患者 累计 确诊 六百 二十 例 累计 死亡 十四 人 人民日报,2020-03-11 22:59:00,0,0,0,__label__negative,0.00349,0.78794,0.12593,0.78794,1.0,"确诊, 病例, 例, 累计, 新增","Confirmed diagnosis, Case, example, Grand total, New"
10,68,__label__neutral,新冠,2020-03-11,警告 入境 人员 隐瞒 旅居 史 一旦 确诊 将 被 立案 近日 多起 境外 输入 病例 存在 瞒报 信息 隐瞒 外国 旅居 史 等 行为 转发 这条 微博 警告 所有 入境 人员 不按规定 申报 健康状况 只要 确诊 为 新冠 肺炎 病例 涉嫌 违反 刑法 及 传染病 防治法 将 被 立案侦查 ​ ​,2020-03-11 19:08:00,0,0,0,__label__neutral,0.00147,0.00194,0.99904,0.99904,0.0,"病毒, 会, 病例, 武汉, 神山","virus, meeting, Case, Wuhan, God mountain"
