,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__negative,新冠,2020-03-05,这是 画家 刘星雄 根据 真实 故事 创作 的 布面 油画 创作 稿 一一 家 国 悲恸 一一 孩子 一路 走 好 天堂 里 爸妈 在 等 你 武汉 有 一个 三口 小家庭 夫妻俩 带 着 一个 刚过 三岁 的 女儿 过 着 幸福的 生活 可爱的 女儿 漂亮 活泼 街坊四邻 都 非常 的 喜欢 可是 罪恶 的 新冠 肺炎 却 向 这 三口 之 家 伸出 了 魔爪 先是 女儿 的 爸爸 走 了 ​ ,2020-03-05 23:00:00,0,0,0,__label__negative,0.0601,0.5000100000000001,0.15611,0.5000100000000001,0.0,"病毒, 美国, 中国, 日本, 墓碑","virus, United States, China, Japan, tombstone"
1,3,__label__neutral,新冠,2020-03-05,医师 资格证 在 特定 的 环境 他 没有 取得 医师 资格证 是 历史 遗留下 的 污渍 害 了 一个 正直 又 不会 拐弯 的 人 谁 的 过错 又 间接 的 打 了 谁 的 耳光 再说 神医 李跃华 治好 了 新冠 肺炎 等待 他 的 会 是 什么 处罚 o,2020-03-05 22:59:00,0,0,0,__label__negative,0.05341,0.4149100000000001,0.13297,0.4149100000000001,2.0,"病人, 确诊, 北京, 医院, 不能","patient, Confirmed diagnosis, Beijing, hospital, Can't"
2,7,__label__neutral,新冠,2020-03-05,美国 此次 对 新冠 病毒 疫情 掩耳盗铃 的 态度 令人 难以置信 这 病毒 可 使 国家机器 停摆 向来 精明的 美国 是 要 玩 什么 么 蛾子,2020-03-05 10:54:00,0,0,0,__label__negative,1e-05,0.85967,0.7663,0.85967,1.0,"病例, 甘肃, 累计, 新增, 目前","Case, Gansu, Grand total, New, Currently"
3,8,__label__negative,新冠,2020-03-05,新冠 病毒 侵入 人体 后 二十一天 里 身体 发生 的 变化,2020-03-05 17:13:00,0,0,0,__label__negative,0.0036,0.99332,0.00062,0.99332,0.0,"病毒, 美国, 中国, 日本, 墓碑","virus, United States, China, Japan, tombstone"
4,18,__label__negative,新冠,2020-03-05,是 为 个人 取关 很多 大 v 的 原因 仗着 自己 粉丝 多 话语权 大 什么 都 我 来讲 两句 露怯 都 无法 自知 不是 自己 的 领域 不随便 发表 看法,2020-03-05 07:33:00,0,1,0,__label__negative,0.0005099999999999999,0.99846,0.00507,0.99846,4.0,"美国, 病毒, 中国, 感染, 流感","United States, virus, China, infection, influenza"
5,30,__label__negative,新冠,2020-03-05,求助 人 的 父亲 癌症 晚期 曾经 排除 过新冠 但是 在 求诊 的 过程 中 又 开始 发热 目前 情况 已经 危急 靠 自制 氧气 机 维生 希望 能够 帮助 他们 得到 有效的 入院 治疗 谢谢,2020-03-05 21:28:00,0,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,1.0,"病例, 甘肃, 累计, 新增, 目前","Case, Gansu, Grand total, New, Currently"
6,43,__label__negative,新冠,2020-03-05,新冠 病毒 侵入 人体 后 二十一天 里 身体 发生 的 变化,2020-03-05 17:13:00,8,0,0,__label__negative,0.0036,0.99332,0.00062,0.99332,0.0,"病毒, 美国, 中国, 日本, 墓碑","virus, United States, China, Japan, tombstone"
7,44,__label__positive,新冠,2020-03-05,病毒 来袭 从 sars 到 禽流感 到 猪 流感 再到 新冠 以后 也 还 可能 出现 传播 性 更 强 致命性 更 高 的 某种 病毒 如何 应对 下一场 流行病 的 爆发 不是 科学家 不是 生物学家 也 不是 决策者 大众 能 做 的 就是 提高 自身 公共卫生 安全意识,2020-03-05 22:59:00,0,0,0,__label__negative,0.00281,0.99663,0.00188,0.99663,3.0,"三月, 确诊, 隔离, 意大利, 系统","March, Confirmed diagnosis, isolation, Italy, system"
8,52,__label__neutral,新冠,2020-03-05,赵少康 说 美国 人 体质 弱 是因为 美国 太 干净 了 所以 台湾人 去 美国 不会 生病 美国 人去 别的 国家 容易 生病 现在 美国 爆发 新冠 肺炎 疫情 是 好事 因为 这样 就 可以 让 美国 研发 疫苗 与 解药 杨世光 说 美国 的 高速公路 是 他 见 过 最脏 的 路 在 台湾 在 大陆 都 没见到 过 他 炮轰 赵少康 的 血缘 不是 美国 身份 不是 美国 但 精神 信 ​ ,2020-03-05 22:59:00,11,81,256,__label__neutral,0.03623,0.08037000000000001,0.6584300000000001,0.6584300000000001,4.0,"美国, 病毒, 中国, 感染, 流感","United States, virus, China, infection, influenza"
9,53,__label__negative,新冠,2020-03-05,香港 专家 回应 狗 感染 新冠 尚无 证据 狗会 传人 新冠 病毒 无需 恐慌 三月 四日 香港 渔护署 表示 一 确诊 者 的 宠物狗 低 程度 感染 新冠 病毒 香港城市大学 动物 医学 教授 凡妮 莎 巴尔斯 称 目前 检测 结果 说明 病毒 不能 在 这 只 狗 身上 被 很好地 复制 所以 一直 只是 弱阳性 渔护署 强调 目前 无证据 显示 宠物 会传播 新冠 病毒 宠 ​ ,2020-03-05 22:59:00,0,2,3,__label__negative,0.0007,0.99554,0.01365,0.99554,4.0,"美国, 病毒, 中国, 感染, 流感","United States, virus, China, infection, influenza"
