,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,-1,冠状病毒,2020-01-21,全国 确诊 三百 零九例 新型 冠状病毒 肺炎 病例 关注,2020-01-21 22:08:00,5,7,5,__label__neutral,0.01913,0.07587,0.80808,0.80808,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
1,2,-1,冠状病毒,2020-01-21,二千 零 三年 sars 的 时候 台湾 大批 医护人员 临阵 辞职 脱逃 仅 台湾 长庚医院 就 有 一百多名 护士 辞职 不知道 她 的 信心 是 哪儿 来 的 这个 台湾人 在 武汉 生病 九天 不上报 不就医 非要 回 台湾 就诊 说 对 武汉 医院 没信心 这 九天 不知道 在 武汉 造成 了 什么 请 大家 自己 判断 这样,2020-01-21 18:28:00,0,0,0,__label__negative,0.008329999999999999,0.98719,0.00611,0.98719,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
2,3,-1,冠状病毒,2020-01-21,钟南山 肯定 新型 冠状病毒 肺炎 人 传人 今年春节 档 电影 的 滑铁卢,2020-01-21 23:00:00,0,0,1,__label__negative,0.01745,0.39982,0.35578000000000004,0.39982,4.0,"病例, 确诊, 一例, 国内, 九十","Case, Confirmed diagnosis, A case, domestic, ninety"
3,4,-1,冠状病毒,2020-01-21,非典 时期 中医药 发挥 过 重要 作用 查看 图片 北京中医药大学 姜良铎 教授 曾 参与 二千 零 三年 抗击 非典 予 新型 冠状病毒 预防 处方 仅供参考 生 黄芪 九 g 北沙参 九 g 知母 九 g 连翘 十二 g 苍术 九 g 桔梗 六 g 上 六味 水煎服 每日 一付 或 一付 二天 用 六天,2020-01-21 21:46:00,0,0,0,__label__negative,0.14035,0.97632,0.00055,0.97632,2.0,"五例, 确诊, 一例, 例, 三百","Five cases, Confirmed diagnosis, A case, example, three hundred"
4,5,-1,冠状病毒,2020-01-21,暴力 伤医 事件 冠状病毒 事件 这 两天 的 新闻 让 人 好 难受 那些 厉害 而 无私 的 人 在 拼命 守护 这个 世界 可 还是 盖 不住 有些 人 在 拼命 作 这些 人 的 存在 真的 是 社会 的 灾难,2020-01-21 23:00:00,0,0,4,__label__neutral,0.01134,0.13297,0.59268,0.59268,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
5,6,-1,冠状病毒,2020-01-21,对于 新型 冠状病毒 我 的 态度 是 不必 贩卖 焦虑 无需 内心 恐慌 不能 无视 放任 只要 谨慎 对待 那么 问题 来 了 我 是不是 只能 取消 寒假 之旅 了,2020-01-21 22:59:00,0,1,0,__label__negative,0.00039,0.99836,0.01543,0.99836,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
6,7,-1,冠状病毒,2020-01-21,二姐 说服 爸妈 我 和 父母 再次 通 了 电话 大姐 也 说 为了 安全 还是 别回 了 在 这 深夜里 一家人 因为 武汉 新型 冠状病毒 而 紧张 联络 起来 春节 也 将 因此 分于 两地 父母 说 理解 我们 但 我 能 想到 他们 准备 了 很 久 的 春节 因此 被 改变 心中 会 有 遗憾 他们 说 你们 的 安全 和 健康 最重要 我 听 了 也 流泪 感谢 父母亲 不能 在 身 ​ ,2020-01-21 22:59:00,0,1,3,__label__negative,0.11281,0.5775100000000001,0.02163,0.5775100000000001,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
7,8,-1,冠状病毒,2020-01-21,国家 卫健委 辟谣 喝 板蓝根 和 熏 醋 不可以 预防 新型 肺炎 据 国家 卫健委微博 一月 二十一日 消息 武汉 肺炎 发生 以来 囤 板蓝根 熏醋 的 声音 越来越 多 甚至 一度 渲染 成为 预防 的 黄金组合 那么 它们 真能 预防 武汉 肺炎 吗 和平 里 医院 呼吸科 主任医师 张骅 称 板蓝根 适用 于 治疗 风热 感冒 病毒性 感冒 等 热 性疾病 的 治疗 ​ ,2020-01-21 22:59:00,11,18,38,__label__negative,0.1733,0.78794,0.00462,0.78794,2.0,"五例, 确诊, 一例, 例, 三百","Five cases, Confirmed diagnosis, A case, example, three hundred"
8,9,-1,冠状病毒,2020-01-21,国家 卫健委 专家 组成员 高占成 表示 新型 冠状病毒 肺炎 的 潜伏期 平均 在 七天 左右 短 的 在 二 三天 长 的 十 十二天 如 出现 发热 干咳 呼吸衰竭 休克 等 症状 请 及时 就医 cctv ​ ​ ​ 二 广水市,2020-01-21 22:59:00,0,0,1,__label__positive,0.28778000000000004,0.19194,0.0421,0.28778000000000004,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
9,10,-1,冠状病毒,2020-01-21,你们 还 不健身 我 的 天 我 正想 说 视频 里 看不出 八十三 呢 我 钟南山 今天 要 打 十个 冠状病毒 最好 的 健身 动员 资料 我 曹 从 思想 到 知识 到 身体 都 是 表率 钟院,2020-01-21 10:36:00,0,0,0,__label__negative,0.03115,0.44554,0.03848,0.44554,3.0,"武汉, 医院, 感染, 病人, 请","Wuhan, hospital, infection, patient, please"
10,12,-1,冠状病毒,2020-01-21,国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例 昨天 新增 新型 冠状病毒 肺炎 病例 七十七 例 今天 国家 卫健委 发布 通报 二千 零 二十年 一月 二十日 零 二十四时 我委 收到 国内 三省 区 市 报告 新增 新型 冠状病毒 感染 的 肺炎 确诊 病例 七十七 例 湖北省 七十二 例 上海市 二例 北京市 三例 九省 区 市 报告 新增 疑似病例 二十七 例 广东省 四例 四川省 一例 ​ ,2020-01-21 22:59:00,0,0,1,__label__neutral,0.011,0.01066,0.9951,0.9951,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
11,13,-1,冠状病毒,2020-01-21,国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例 专家 新型 冠状病毒 肺炎 的 潜伏期 平均 在 七天 左右 lfm 九百 五十四 的 微博 视频,2020-01-21 22:59:00,7,5,169,__label__neutral,0.04086,0.08511,0.7663,0.7663,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
12,14,-1,冠状病毒,2020-01-21,还 吃,2020-01-20 22:13:00,0,0,0,__label__neutral,1e-05,0.00125,0.69265,0.69265,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
13,15,-1,冠状病毒,2020-01-21,出门 旅游 计划 搁浅 国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例,2020-01-21 22:59:00,0,0,0,__label__negative,1e-05,0.98459,0.28142,0.98459,4.0,"病例, 确诊, 一例, 国内, 九十","Case, Confirmed diagnosis, A case, domestic, ninety"
14,16,-1,冠状病毒,2020-01-21,二千 零 三年 sars 的 时候 台湾 大批 医护人员 临阵 辞职 脱逃 仅 台湾 长庚医院 就 有 一百多名 护士 辞职 不知道 她 的 信心 是 哪儿 来 的 这个 台湾人 在 武汉 生病 九天 不上报 不就医 非要 回 台湾 就诊 说 对 武汉 医院 没信心 这 九天 不知道 在 武汉 造成 了 什么 请 大家 自己 判断 这样 的 台湾人,2020-01-21 18:28:00,0,0,0,__label__negative,0.00859,0.98637,0.0063,0.98637,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
15,17,-1,冠状病毒,2020-01-21,回复 的 表态 欢迎 关注 邓煌 灯光 秀 事件 也许 背后 能 揪出 大 老虎 哦 国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例 故宫 回应 开 奔驰 进 故宫 事件 南京 邓煌 灯光 秀,2020-05-11 14:34:00,0,0,0,__label__negative,1e-05,0.92631,0.7431800000000001,0.92631,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
16,22,-1,冠状病毒,2020-01-21,国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例 一条 清澈的 小溪 欢快 地 流淌 在 碧绿 的 山间 童年 是 一朵 绚丽 的 浪花 尽情地 跳跃 在 广阔 的 海洋 童年 是 一弯 皎洁 的 明月 无穷 地 变换 着 美丽的 姿态,2020-01-21 22:59:00,0,0,0,__label__neutral,0.0901,0.05186,0.68596,0.68596,3.0,"武汉, 医院, 感染, 病人, 请","Wuhan, hospital, infection, patient, please"
17,23,-1,冠状病毒,2020-01-21,注意 防护 权志龙 看秀 造型 粉丝 无意 占用 公共资源 yxh 拉 明星 背锅 太 可耻 了 目前 冠状病毒 是 全 社会 的 大事 请 大家 多多 关注 🙏 🏻 希望 每个 人 都 保护 好 自己 平安 健康 过年,2020-01-21 22:43:00,0,0,0,__label__negative,0.03734,0.5775100000000001,0.08037000000000001,0.5775100000000001,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
18,24,-1,冠状病毒,2020-01-21,大家 保重 身体 毕竟 身体 最重要 国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例 黄冈 新增 十二 例 新型 肺炎 武汉 新型 肺炎 患者 救治 由 政府 买单 记得 多喝水,2020-01-21 22:59:00,0,0,3,__label__neutral,0.01913,0.12253,0.8558600000000001,0.8558600000000001,0.0,"🙏, 确诊, 病例, 九十, 国内","🙏, Confirmed diagnosis, Case, ninety, domestic"
19,25,-1,冠状病毒,2020-01-21,假如 你 是 患者 你 会 真相 说出 吗 国内 确诊 二百 九十 一例 新型 冠状病毒 肺炎 病例,2020-01-21 22:59:00,0,0,2,__label__neutral,1e-05,0.56219,0.95792,0.95792,4.0,"病例, 确诊, 一例, 国内, 九十","Case, Confirmed diagnosis, A case, domestic, ninety"
20,26,-1,冠状病毒,2020-01-21,武汉 肺炎 防疫 全纪录 实时 更新 中 这个 专题 全部 免费 最新消息 和 分析 o 武汉 不明 肺炎 防疫 全纪录 前线 疫情 疫病 探源 官方 通报 国际 追踪 防疫 知识 经济 影响 评论 精选 大事记 地图 武汉 十五名 医务人员 感染 新型 冠状病毒 钟南山 肯定 新型 冠状病毒 肺炎 人 传人,2020-01-21 22:59:00,8,9,16,__label__neutral,0.02163,0.26895,0.48439,0.48439,1.0,"武汉, 确诊, 病例, 三百, 全国","Wuhan, Confirmed diagnosis, Case, three hundred, Nationwide"
