,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__positive,新冠,2020-02-10,咸辉 主持 召开 宁夏 应对 新冠 肺炎 疫情 工作 指挥部 第四次 会议 o 咸辉 主持 召开 宁夏 应对 新冠 肺炎 疫情 工作 指挥部 第四次 会议,2020-02-10 22:59:00,0,0,0,__label__positive,0.59268,0.2069,0.01365,0.59268,1.0,"病毒, 确诊, 应对, 工作, 心理","virus, Confirmed diagnosis, response, jobs, psychological"
1,7,__label__negative,新冠,2020-02-10,阻击 新型 冠状病毒 万众一心 抗击 疫情 等待 新冠 被 灭 的 那 一天 是不是 很想 上班 了 上班 就 请 你 开启 预防 模式 o 等待 新冠 被 灭 的 那 一天,2020-02-10 22:59:00,0,0,0,__label__negative,0.0022600000000000003,0.99525,0.0013800000000000002,0.99525,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
2,8,__label__negative,新冠,2020-02-10,阻击 新型 冠状病毒 万众一心 抗击 疫情 等待 新冠 被 灭 的 那 一天 是不是 很想 上班 了 上班 就 请 你 开启 预防 模式 o 等待 新冠 被 灭 的 那 一天,2020-02-10 22:59:00,0,0,0,__label__negative,0.0022600000000000003,0.99525,0.0013800000000000002,0.99525,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
3,30,__label__positive,新冠,2020-02-10,甘肃 每日 新增 病例 截至 十日 二十时 甘肃 新增 三例 新冠 肺炎 确诊 病例 累计 八十六 例 截至 二月 十日 二十时 甘肃 新增 三例 新型 冠状病毒 肺炎 确诊 病例 新增 确诊 病例 中 兰州市 二例 平凉市 一例 新增 治愈 出院 五例 甘肃 累计 报告 新型 冠状病毒 肺炎 确诊 病例 八十六 例 累计 治愈 出院 二十一 例 累计 死亡 病例 二例 六十三 例在 定点医院 进行 ​ ,2020-02-10 22:59:00,2,4,6,__label__neutral,0.00492,0.00048,1.00001,1.00001,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
4,38,__label__neutral,新冠,2020-02-10,陕西 一 高铁 保洁员 被 确诊 为 新冠 肺炎 行动 轨迹 公布 每 一天 都 是 起早贪黑 呼吁 大家 乘坐 列车 一定 要 文明 出行 多点 关心 珍爱 他人 搭乘 二十 趟 高铁 陕西 一 高铁 保洁员 被 确诊 为 新冠 肺炎 行动 轨迹 公布 手机 新浪网 o 搭乘 二十 趟 高铁 陕西 一 高铁 保洁员 被 确诊 新冠 肺炎,2020-02-10 22:59:00,1,1,0,__label__neutral,0.00038,0.01206,0.99808,0.99808,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
5,43,__label__positive,新冠,2020-02-10,孩子 才 是 居家 办公 的 最大 障碍 关注 新冠 肺炎 突如其来的 疫情 不仅 考验 亲子关系 也 考验 了 师生 情谊 出于 疫情 防控 的 需要 上 到 大学 下 到 幼儿园 各地 的 学校 都 推迟 了 开学 时间 对 孩子 而言 这 或许 是 个 好消息 但 对于 需要 在家 办公 的 家长 来说 有点儿 扛不住 停课 不停 学 让 线 上 课堂 云 教学 在 ​ ,2020-02-10 22:59:00,0,0,0,__label__positive,0.98146,0.01497,0.00281,0.98146,3.0,"疫, 战, 共同, 需要, 北京","Plague, war, common, need, Beijing"
6,44,__label__positive,新冠,2020-02-10,孩子 才 是 居家 办公 的 最大 障碍 关注 新冠 肺炎 突如其来的 疫情 不仅 考验 亲子关系 也 考验 了 师生 情谊 出于 疫情 防控 的 需要 上 到 大学 下 到 幼儿园 各地 的 学校 都 推迟 了 开学 时间 对 孩子 而言 这 或许 是 个 好消息 但 对于 需要 在家 办公 的 家长 来说 有点儿 扛不住 停课 不停 学 让 线 上 课堂 云 教学 在 ​ ,2020-02-10 22:59:00,0,0,0,__label__positive,0.98146,0.01497,0.00281,0.98146,3.0,"疫, 战, 共同, 需要, 北京","Plague, war, common, need, Beijing"
7,46,__label__positive,新冠,2020-02-10,孩子 才 是 居家 办公 的 最大 障碍 关注 新冠 肺炎 突如其来的 疫情 不仅 考验 亲子关系 也 考验 了 师生 情谊 出于 疫情 防控 的 需要 上 到 大学 下 到 幼儿园 各地 的 学校 都 推迟 了 开学 时间 对 孩子 而言 这 或许 是 个 好消息 但 对于 需要 在家 办公 的 家长 来说 有点儿 扛不住 停课 不停 学 让 线 上 课堂 云 教学 在 ​ ,2020-02-10 22:59:00,0,0,0,__label__positive,0.98146,0.01497,0.00281,0.98146,3.0,"疫, 战, 共同, 需要, 北京","Plague, war, common, need, Beijing"
8,52,__label__neutral,新冠,2020-02-10,二千 零 二十万 零 二百一十 起厦 金 海上 客运 航线 因新冠 肺炎 ncp 停航 岛民 要求,2020-02-10 22:59:00,0,0,0,__label__neutral,0.34159,1e-05,0.98679,0.98679,2.0,"⋯, 口罩, 零, 病毒, 二","⋯, Mask, zero, virus, two"
9,53,__label__positive,新冠,2020-02-10,最近 几年 我 有 一个 强烈 的 想法 对 社会 上 出现 的 某些 十分 怪异的 事情 和 谣言 我们 的 有关 部门 甚至 是 国家 安全 机关 一定 要 追根溯源 查清 它 的 来龙去脉 特别 是 新冠 病毒 肺炎 的 疫情 发生 以来 社会 上 很多 诡异 事情 接连 发生 有人 从 武汉 回来 故意 隐瞒 有人 明知 自己 染上 新型 肺炎 还 到处 乱跑 有人 甚至 偷偷 向 门把手 上 ​ ,2020-02-10 22:59:00,0,0,0,__label__positive,0.97839,0.008329999999999999,0.01913,0.97839,2.0,"⋯, 口罩, 零, 病毒, 二","⋯, Mask, zero, virus, two"
10,62,__label__negative,新冠,2020-02-10,适应性 也 点 满 了 ⋯ ⋯ ⋯ ⋯,2020-02-10 22:23:00,21,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,2.0,"⋯, 口罩, 零, 病毒, 二","⋯, Mask, zero, virus, two"
11,71,__label__positive,新冠,2020-02-10,这届 病毒 太 狡猾 从 感染 事件 破解 病毒传播 迷局 新型 冠状病毒 到底 有 多 狡猾 天津 宝坻 大楼 近万人 被 隔离 内蒙古 隔楼 传染 事件 出门 买菜 十五秒 被 感染 全国 现多 例假 阴性 病例 网友 直呼 新冠 病毒 城府 真的 深 那么 新型 冠状病毒 传播 的 确切 途径 有 哪些 发展 到 现在 病毒 究竟 有没有 变异 比划 用 案情 回顾 ​ ,2020-02-10 22:59:00,2,0,2,__label__negative,0.02845,0.85967,0.04086,0.85967,2.0,"⋯, 口罩, 零, 病毒, 二","⋯, Mask, zero, virus, two"
12,77,__label__negative,新冠,2020-02-10,来到 深圳 感受 到 另外 一种 冷 公园 里 冷冷清清 马路上 少有 车辆 从未有过 的 清静 却 感到 孤独 而 冷 是不是 战疫 胜利在望 了 新冠 肺炎 传播 途径 包括 气溶胶 传播 二 涟源市,2020-02-10 22:59:00,0,0,0,__label__negative,0.0029,0.99754,0.0014199999999999998,0.99754,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
13,80,__label__positive,新冠,2020-02-10,金银 潭 医院院长 张定宇 绝大部分 新冠 肺炎 患者 都 可以 治愈 金银 潭 医院院长 张定宇 新冠 肺炎 实际 是 一种 自限性 疾病 目前 在 我们 医院 的 治愈率 还是 很 高 的 金银 潭 医院 收治 的 新冠 肺炎 的 患者 累计 超过 一千五百 馀 例 绝大部分 患者 经 治疗 均 可 顺利 出院 市民 不必 过分 恐慌 l 央视 新闻 的 微博 视频 ​ ​ ,2020-02-10 22:59:00,0,0,0,__label__negative,0.43783,0.7058,0.00062,0.7058,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
14,82,__label__neutral,新冠,2020-02-10,搭乘 过 二十 趟 高铁 陕西 一 高铁 保洁员 确诊 新冠 肺炎 搭乘 过 二十 趟 高铁 陕西 一 高铁 保洁员 确诊 新冠 肺炎 o,2020-02-10 22:59:00,0,0,0,__label__neutral,1e-05,0.00328,1.00001,1.00001,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
15,86,__label__neutral,新冠,2020-02-10,聚焦 新冠 肺炎 疫情 成都 一 隐瞒 发热 新冠 肺炎 患者 被 立案侦查 二月 十日 四川 成都 一段 工作人员 用 钢板 封闭 单元楼 的 视频 引发 网络 关注 根据 警方 通报 冯 某某 是 武汉 来蓉 人员 出现 发热 症状 后 对 前来 排查 的 社区 工作人员 隐瞒 湖北 行程 和 发热 情况 且 多次 前往 公共场所 警方 对 冯 某某 妨害 疫情 防控 的 行为 进行 ​ ,2020-02-10 22:59:00,0,0,1,__label__neutral,0.00507,0.00241,0.9986,0.9986,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
16,88,__label__neutral,新冠,2020-02-10,聚焦 新冠 肺炎 疫情 成都 一 隐瞒 发热 新冠 肺炎 患者 被 立案侦查 二月 十日 四川 成都 一段 工作人员 用 钢板 封闭 单元楼 的 视频 引发 网络 关注 根据 警方 通报 冯 某某 是 武汉 来蓉 人员 出现 发热 症状 后 对 前来 排查 的 社区 工作人员 隐瞒 湖北 行程 和 发热 情况 且 多次 前往 公共场所 警方 对 冯 某某 妨害 疫情 防控 的 行为 进行 ​ ,2020-02-10 22:59:00,0,0,1,__label__neutral,0.00507,0.00241,0.9986,0.9986,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
17,96,__label__negative,新冠,2020-02-10,好 可爱 邻居 在 居家 隔离 还 能 开窗 吗 钟南山 称新冠 病毒 和 sars 是 两回事 l 热门 视频 合集 的 微博 视频,2020-02-10 22:59:00,0,0,0,__label__negative,0.00098,0.99088,0.05666,0.99088,1.0,"病毒, 确诊, 应对, 工作, 心理","virus, Confirmed diagnosis, response, jobs, psychological"
18,98,__label__negative,新冠,2020-02-10,带 一般 和 基本 的 我 都 不太 信 空气 中 一般 不会 有 新冠 病毒,2020-02-09 17:00:00,0,0,0,__label__negative,0.0004,0.99938,0.00081,0.99938,1.0,"病毒, 确诊, 应对, 工作, 心理","virus, Confirmed diagnosis, response, jobs, psychological"
19,111,__label__neutral,新冠,2020-02-10,我 在 看 搭乘 二十 趟 高铁 陕西 一 高铁 保洁员 被 确诊 为 新冠 肺炎 行动 轨迹 公布 跟 新浪 看 热点 o 搭乘 二十 趟 高铁 陕西 一 高铁 保洁员 被 确诊 新冠 肺炎,2020-02-10 22:58:00,0,0,1,__label__neutral,1e-05,0.00477,0.99963,0.99963,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
20,118,__label__negative,新冠,2020-02-10,习近平 调研 指导 新冠 肺炎 疫情 防控 习近平 勉励 全国 医务 工作者 一定 要 树立 信心 一定 会 胜利的 二月 十日 下午 习近平 来到 北京 地坛 医院 在 门诊 楼 一层 运行 监控 中心 习近平 视频 连线 了 正在 病房 值班 的 医务人员 号召 全国 的 医务 工作者 要 信心百倍 地 打 好 这场 阻击战 总体战 打好 这 一场 人民战争 我们 一定 ​ ,2020-02-10 22:58:00,0,0,0,__label__positive,0.9698,0.04744,0.00492,0.9698,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
21,119,__label__neutral,新冠,2020-02-10,对于 我国 新冠 肺炎 这样 的 公共卫生 突发事件 是 我们 自己 预防 管控 不利 给 世界 造成 很多 麻烦 至于 美 日 俄 朝 等 是否 撤侨 封关 是 他们 自己 的 事 毕竟 每个 国家 的 政府 首先 要 对 本国 国民 负责 我们 不能 搞 双重标准 同样 的 措施 这个 国家 搞 了 就是 不厚道 另 一个 国家 搞 了 就 沉默不语 视而不见 不要 给 世 ​ ,2020-02-10 22:58:00,0,0,0,__label__neutral,0.03515,0.30737,0.37755,0.37755,4.0,"加油, 武汉, 表白, 隔空, 中国","Come on, Wuhan, Confession, Space, China"
22,124,__label__neutral,新冠,2020-02-10,实时 播报 甘肃 二月 十日 通报 新增 三例 新冠 肺炎 确诊 病例 累计 确诊 八十六 例 嗨 牛 财经 讯 截至 二月 十日 二十时 甘肃 新增 三例 新型 冠状病毒 肺炎 确诊 病例 新增 确诊 病例 中 兰州市 二例 平凉市 一例 新增 治愈 出院 五例,2020-02-10 22:58:00,0,0,0,__label__neutral,0.00539,0.00055,0.99936,0.99936,0.0,"确诊, 病例, 高铁, 新增, 例","Confirmed diagnosis, Case, High Speed ​​Rail, New, example"
23,127,__label__negative,新冠,2020-02-10,现在 想 起来 我 外婆 也 是不是 感染 了 新冠 病毒 去世 呢 去世 时间 为 十三号 之前 几天 感冒 和 外界 接触 就是 去 别人 家 喝酒 除非 那家 有 武汉 来 的 人 不然 不可能 啊 一个 在 重庆 小镇 离得 这么 远 病来 的 那么 突然 也 是 心肌炎,2020-02-10 22:58:00,0,0,0,__label__negative,0.0007700000000000001,0.98029,0.06372,0.98029,1.0,"病毒, 确诊, 应对, 工作, 心理","virus, Confirmed diagnosis, response, jobs, psychological"
