,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__neutral,新冠,2020-03-06,所以 说 吧 美国 在 这次 疫情 中 如果 表现 成 无为而治 也 属于 正常 把 新冠当 流感 也 属于 常规 操作 既 符合 美国 的 价值观 又 可以 避免 大量 花费 资源 老百姓 也 不会 随便 闹 上层 精英 们 装糊涂 基层 老百姓 真 糊涂 而且 口罩 还 没准备 好 自然 也 就 没人 当回事,2020-03-06 23:00:00,0,0,0,__label__negative,0.00691,0.72488,0.25684,0.72488,1.0,"武汉, 隔离, 防控, 观察, 患者","Wuhan, isolation, Prevention and control, Observed, patient"
1,3,__label__positive,新冠,2020-03-06,新冠 肺炎 早期 用 起来 阻止 dic 不用 转 重症 早日 回家 休假 我们 的 医疗队 通过 临床 诊疗 发现 新冠 病毒 会 破坏 血液 循环系统 引起 凝血 大家 对症下药 采取 抗 血凝 治疗 大大 延缓 了 重症 病人 疾病 发展 的 进程 为 前线 的 队员 们 点,2020-03-06 12:03:00,1,2,1,__label__negative,0.03211,0.93813,0.00783,0.93813,2.0,"o, 病毒, 患者, 中国, 号","o, virus, patient, China, number"
2,7,__label__neutral,新冠,2020-03-06,纽约州 十一 例 确诊 千人 隔离 州长 葛谟 andrew cuomo 及 市长 白思豪 bill de blasio 四日 分别 先后 在 威彻 斯特郡 westchester county 及 纽约市 通报 纽约州 新冠 肺炎 最新 情况 截止 四日 下午 六 时 纽约州 确诊 病例 增加 至 十一 例 纽约州 截至 三日 确诊 的 新冠 肺炎 病例 包括 一名 从 伊朗 返美 的 女性 医务 工作人员 以及 一名 五十 ​ ,2020-03-06 22:59:00,0,0,0,__label__neutral,0.06372,0.16028,0.56986,0.56986,3.0,"病例, 确诊, 例, 累计, 甘肃","Case, Confirmed diagnosis, example, Grand total, Gansu"
3,8,__label__neutral,新冠,2020-03-06,张 医生 的话 估计 小 粉红 们 不爱 听 他们 最爱 听 美国 药丸 意大利 药丸 日本 药丸 中国 牛,2020-03-06 13:50:00,1,1,3,__label__negative,0.02932,0.99864,1e-05,0.99864,2.0,"o, 病毒, 患者, 中国, 号","o, virus, patient, China, number"
4,11,__label__negative,新冠,2020-03-06,妈 了 隔壁 黑人 还 玩 歧视 真的 气死我,2020-03-06 22:42:00,0,0,0,__label__negative,0.00396,0.8740899999999999,0.08037000000000001,0.8740899999999999,3.0,"病例, 确诊, 例, 累计, 甘肃","Case, Confirmed diagnosis, example, Grand total, Gansu"
5,18,__label__positive,新冠,2020-03-06,转 看点 快报 新冠 病毒 发生 突变 我们 接下来 该 怎么办 o,2020-03-06 22:59:00,0,0,0,__label__positive,1.00001,0.00098,1e-05,1.00001,1.0,"武汉, 隔离, 防控, 观察, 患者","Wuhan, isolation, Prevention and control, Observed, patient"
6,30,__label__neutral,新冠,2020-03-06,看到 国外 的 一个 视频 一个 女子 突然 打喷嚏 并且 还是 故意 往 人群 中 打喷嚏 尤其 是 在 新冠 病毒 肆虐 之 时 一个 男子 开枪 将 女子 打倒 在 地 如何 评判 开枪 行为 是否 属于 特殊 的 正当防卫 我 认为 有 值得 商榷 的 地方 首先 打个 喷嚏 的 行为 属于 被害人 正常的 生理反应 不存在 故意 为 之 但 被害人 故意 朝向 人群 的 ​ ,2020-03-06 22:59:00,0,0,1,__label__neutral,0.0331,0.13297,0.73107,0.73107,4.0,"中, 医疗, 废物, 一个多月, 技术","in, Medical treatment, waste, More than a month, technology"
7,43,__label__positive,新冠,2020-03-06,免费 领取 五千万 关爱 保障金 一千万 专项 保险 保障 为 众人 抱 薪火 者 专属 广大 志愿者 社区 工作者 社会工作者 湖北省 养老 机构 工作者 新冠 肺炎 保障 免费 领 o 免费 领取 五千万 关爱 保障金 一千万 专项 保险 保障 为 众人 抱 薪火 者 专属,2020-03-06 22:59:00,0,0,0,__label__positive,0.99352,0.07808999999999999,0.0004,0.99352,2.0,"o, 病毒, 患者, 中国, 号","o, virus, patient, China, number"
8,44,__label__positive,新冠,2020-03-06,我 在 看 世卫 总干事 如 证据确凿 将 毫不犹豫 宣布 新冠为 大 流行病 跟 新浪 看 热点 下载 客户端 新浪 新闻 我 在 看 世卫 总干事 如 证据确凿 将 毫不犹豫 宣布 新冠为 大 流行病 跟 新浪 看 热点 下载 客户端 新浪 新闻,2020-03-06 22:59:00,0,0,0,__label__neutral,0.28142,0.39235,0.68596,0.68596,2.0,"o, 病毒, 患者, 中国, 号","o, virus, patient, China, number"
9,52,__label__negative,新冠,2020-03-06,哈哈哈 好好笑 大胡子 的 海默 小可爱 别有 韵,2020-03-06 21:00:00,0,5,0,__label__negative,0.00039,0.9988,0.0008900000000000002,0.9988,2.0,"o, 病毒, 患者, 中国, 号","o, virus, patient, China, number"
