,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__positive,新冠,2020-02-23,🙏 治愈 者 血液 拯救 新冠 感染者,2020-02-23 20:02:00,0,0,0,__label__negative,0.08757000000000001,0.9988,1e-05,0.9988,2.0,"患者, 求助, 病毒, 血浆, 全国","patient, For help, virus, plasma, Nationwide"
1,3,__label__negative,新冠,2020-02-23,回复 讳疾忌医 你们 是不是 夸大 疫情 很多 人 根本就 不是 新冠 干嘛 非得 去 挤兑 医疗 资源 本来 就是 自限性 疾病 自己 先 扛 扛 呗 流感 不也 没见 这些 人 非得 去 医院,2020-02-23 15:12:00,0,0,0,__label__neutral,0.00299,0.39235,0.6151,0.6151,0.0,"流感, 钟南山, 工作, 鉴别, 说","influenza, Zhong Nanshan, jobs, Identification, Say"
2,7,__label__negative,新冠,2020-02-23,太 痛心,2020-02-23 22:20:00,0,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,1.0,"确诊, 韩国, 病例, 医院, 二十三日","Confirmed diagnosis, Korea, Case, hospital, 23rd"
3,8,__label__positive,新冠,2020-02-23, 锦州 分享 转发 辟谣 吃 香蕉 会得 新型 冠状病毒 肺炎 这些 疫情 谣言 不要 信 锦州 百科 钟南山 说 当务之急 要 鉴别 流感 和 新冠 肺炎 o ​ ​,2020-02-23 22:59:00,2,0,4,__label__negative,0.17782,0.22271,0.02097,0.22271,3.0,"感染, 防控, 工作, 黄文军, 零","infection, Prevention and control, jobs, Huang Wenjun, zero"
4,11,__label__positive,新冠,2020-02-23,真的 希望 日本政府 能够 重视 起来 不要 重蹈 复辙 新冠 肺炎 有 多 棘手 你们 看不到 吗,2020-02-19 22:14:00,0,0,0,__label__positive,0.72488,0.37755,0.0016600000000000002,0.72488,3.0,"感染, 防控, 工作, 黄文军, 零","infection, Prevention and control, jobs, Huang Wenjun, zero"
5,18,__label__negative,新冠,2020-02-23,宠物 姓名 暂无 性别 女 年龄 三个 月 领养 要求 喜欢 小 动物 不离 不弃 地址 双流 电话 一百三十 六亿 五千 八百 零 八万 一千 零八 有偿 无偿 无偿 钟南山 说 当务之急 要 鉴别 流感 和 新冠 肺炎 l 成都 宠物 领养 的 微博 视频,2020-02-23 22:59:00,0,0,0,__label__negative,0.00206,0.9973,0.00248,0.9973,0.0,"流感, 钟南山, 工作, 鉴别, 说","influenza, Zhong Nanshan, jobs, Identification, Say"
6,30,__label__positive,新冠,2020-02-23,她 他 们 太 劳累 了 以致于 那么 高 的 死亡率 又 一位 白衣战士 殉职,2020-02-23 22:20:00,0,0,0,__label__negative,0.00233,0.98089,0.00125,0.98089,1.0,"确诊, 韩国, 病例, 医院, 二十三日","Confirmed diagnosis, Korea, Case, hospital, 23rd"
7,43,__label__negative,新冠,2020-02-23,扩 急需 a 血型 血浆 再 转 急需 a 血型 血浆 患者 生命垂危 急需 a 血型 新冠 肺炎 治愈 者 血浆 本人 是 她 女儿 疫情 以来 一直 在 社区 一线 工作 妈妈 染病 后 一直 没告诉 我 一个多月 都 没见面 现在 插管 情况危急 望 有 好心人 献 血浆 来 挽救 我 妈妈 的 命,2020-02-23 10:31:00,0,0,0,__label__positive,0.8634,0.11921,0.00048,0.8634,2.0,"患者, 求助, 病毒, 血浆, 全国","patient, For help, virus, plasma, Nationwide"
8,44,__label__positive,新冠,2020-02-23,悲,2020-02-23 22:39:00,0,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,2.0,"患者, 求助, 病毒, 血浆, 全国","patient, For help, virus, plasma, Nationwide"
9,52,__label__negative,新冠,2020-02-23,韩国 新冠 肺炎 致六人 死亡 韩国 最小 感染者 仅 十六个 月 据 韩国 卫生部门 消息 截至 当地 时间 二十三日 十六时 韩国 累计 确诊 新型 冠状 病毒感染者 六百 零 二人 另据 消息 二十三日 晚 死亡 总数 升至 六人 此外 韩国 一名 出生 十六个 月 的 女婴 二十三日 被 确诊 感染 新型 冠状病毒 为 韩国 已 确诊 的 最小 感染者 总台 记者 唐鑫 ​ ​,2020-02-23 22:59:00,0,0,1,__label__negative,0.11597,0.69265,0.01451,0.69265,1.0,"确诊, 韩国, 病例, 医院, 二十三日","Confirmed diagnosis, Korea, Case, hospital, 23rd"
10,53,__label__positive,新冠,2020-02-23,钻石 公主 号 第二批 八十四 名 中国 乘客 包机 抵达 香港 下机 后 隔离 十四天 钻石 公主 号 二十三名 下船 者 未经 病毒检测 钟南山 团队 从 尿液 中 分离 出新 冠 病毒 l 还 不起床 五百 一十八 的 微博 视频,2020-02-23 22:59:00,1,0,0,__label__positive,0.83115,0.12941,0.00592,0.83115,0.0,"流感, 钟南山, 工作, 鉴别, 说","influenza, Zhong Nanshan, jobs, Identification, Say"
11,71,__label__positive,新冠,2020-02-23,不获 全胜 决不 轻言 成功 全文 习近平 在 统筹 推进 新冠 肺炎 疫情 防控 和 经济社会 发展 工作 部署 会议 上 的 讲话 o 习近平 不获 全胜 决不 轻言 成功 ​ ​,2020-02-23 22:59:00,0,0,2,__label__positive,0.99959,0.00272,1e-05,0.99959,1.0,"确诊, 韩国, 病例, 医院, 二十三日","Confirmed diagnosis, Korea, Case, hospital, 23rd"
12,77,__label__positive,新冠,2020-02-23,二十三 二 二千 零 二十 a 股 市场 里 的 一朵 奇葩 毛利率 年 年 九 十四 以上 是 什么 能 造就 这个 神话 研究 研究 再说 今日 贴纸 打卡 武汉 加油 钟南山 说 当务之急 要 鉴别 流感 和 新冠 肺炎 安家 防控 正 处在 最 吃劲 的 关键 阶段 股市 股票 今日 看盘 投资 东方 财富 财经 微博 股票 理财 比尔盖茨 数字 货币 a 股 ​ ,2020-02-23 22:59:00,0,0,0,__label__positive,0.97905,0.03965,0.0005,0.97905,3.0,"感染, 防控, 工作, 黄文军, 零","infection, Prevention and control, jobs, Huang Wenjun, zero"
13,78,__label__positive,新冠,2020-02-23,二十三 二 二千 零 二十 a 股 市场 里 的 一朵 奇葩 毛利率 年 年 九 十四 以上 是 什么 能 造就 这个 神话 研究 研究 再说 今日 贴纸 打卡 武汉 加油 钟南山 说 当务之急 要 鉴别 流感 和 新冠 肺炎 安家 防控 正 处在 最 吃劲 的 关键 阶段 股市 股票 今日 看盘 投资 东方 财富 财经 微博 股票 理财 比尔盖茨 数字 货币 a 股 ​ ,2020-02-23 22:59:00,0,0,0,__label__positive,0.97905,0.03965,0.0005,0.97905,3.0,"感染, 防控, 工作, 黄文军, 零","infection, Prevention and control, jobs, Huang Wenjun, zero"
14,80,__label__positive,新冠,2020-02-23,二十三 二 二千 零 二十 a 股 市场 里 的 一朵 奇葩 毛利率 年 年 九 十四 以上 是 什么 能 造就 这个 神话 研究 研究 再说 今日 贴纸 打卡 武汉 加油 钟南山 说 当务之急 要 鉴别 流感 和 新冠 肺炎 安家 防控 正 处在 最 吃劲 的 关键 阶段 股市 股票 今日 看盘 投资 东方 财富 财经 微博 股票 理财 比尔盖茨 数字 货币 a 股 ​ ,2020-02-23 22:59:00,0,0,0,__label__positive,0.97905,0.03965,0.0005,0.97905,3.0,"感染, 防控, 工作, 黄文军, 零","infection, Prevention and control, jobs, Huang Wenjun, zero"
