,id,label,keyword,date,content,time,forward,comment,like,predict,__label__positive,__label__negative,__label__neutral,predict_score,topic,topic_keyword,topic_keyword_en
0,1,__label__positive,新冠,2020-03-09,三月 九日 下午 湖北省 新型 冠状病毒 肺炎 疫情 防控 工作 指挥部 召开 第四十 一场 新闻 发布会 介绍 孝感市 新冠 肺炎 疫情 防控 工作 情况 和 重庆市 黑龙江省 对口 支援 工作进展 湖北省 疾控中心 副 主任 李阳 在 发布会 上 介绍 说 二千 零 二十年 三月 八日 零时 二十四时 湖北省 新增 新冠 肺炎 确诊 病例 三十六 例 新增 确诊 病例 数 连续 三日 保持 在 两位数 水平 ​ ,2020-03-09 22:59:00,0,0,0,__label__positive,0.62978,0.01543,0.16028,0.62978,3.0,"西班牙, 确诊, 例, 病例, 美国","Spain, Confirmed diagnosis, example, Case, United States"
1,3,__label__neutral,新冠,2020-03-09,瑞典 央行 副行长 新冠 病毒检测 呈 阳性 这新冠 病毒 在 国外 专 逮 着 大 boss 打 还是 希望 这次 劫难 早点 过去,2020-03-09 22:59:00,0,0,0,__label__negative,0.00914,0.35578000000000004,0.12253,0.35578000000000004,4.0,"开学, 医院, 方舱, 武汉, 医护人员","Start of school, hospital, Square cabin, Wuhan, Medical staff"
2,7,__label__positive,新冠,2020-03-09,全球 各国 都 闹 新冠 病毒 肺炎 疫情 了 美国 特效药 瑞德 西韦 怎么 连 一个 国家 都 不去 用 呢 世卫 组织 高级顾问 怎么 不推荐 了 呢 世卫 的 立场 是 只有 吉利 德 公司 的 瑞德 西韦才 是 最 有效的 治疗 新冠 病毒 肺炎 药品 唯一 有效的 希望 现在 怎么 又 不说 了 呢 中国 有 中药 不需要 瑞德 西韦 需要 它 的 是 外国,2020-03-09 09:37:00,0,0,0,__label__positive,0.72488,0.19684,0.0117,0.72488,3.0,"西班牙, 确诊, 例, 病例, 美国","Spain, Confirmed diagnosis, example, Case, United States"
3,8,__label__negative,新冠,2020-03-09,不能,2020-03-09 12:29:00,0,0,0,__label__negative,1e-05,1.00001,1e-05,1.00001,3.0,"西班牙, 确诊, 例, 病例, 美国","Spain, Confirmed diagnosis, example, Case, United States"
4,18,__label__negative,新冠,2020-03-09,美媒 和 特朗普 握 过手 的 人 刚刚 确认 接触 过 确诊 病例 据 环球网 新冠 肺炎 疫情 在 美国 持续 蔓延 之际 综合 多家 美媒 八日 爆料 美国 总统 特朗普 二月 二十九日 曾 被 拍 到 与 美国 保守 联盟 acu 主席 马特 施 拉普 matt schlapp 握 过手 而 令人担忧 的 是 施 拉普 当地 时间 三月 八日 证实 他 曾 与 新冠 肺炎 感染者 有过 短暂 接触 八 ​ ,2020-03-09 22:59:00,0,0,0,__label__negative,0.00691,0.98595,0.00691,0.98595,1.0,"防控, 山西省, 三月, 全球, 美国","Prevention and control, Shanxi Province, March, global, United States"
5,30,__label__positive,新冠,2020-03-09,新冠 肺炎 中医 创造的 这组 数据 足以 震惊 医学界 一百 服用 中药 汤剂 无 一例 死亡 全部 康复 出院 平均 住院 时间 九天 平均 治疗 费用 五千 多元 看 药都 亳州 中医,2020-03-09 12:48:00,0,0,1,__label__positive,0.7491,0.26895,0.0073599999999999985,0.7491,3.0,"西班牙, 确诊, 例, 病例, 美国","Spain, Confirmed diagnosis, example, Case, United States"
6,43,__label__neutral,新冠,2020-03-09,新冠 病毒 攻击 中枢神经 系统 意大利 确诊 病例 升至 三千 零 八十九 例 物理 隔绝 三 czddw 九 滴 做 的 不错,2020-03-09 22:59:00,0,0,0,__label__neutral,0.00206,0.00095,0.99855,0.99855,2.0,"每天, 纽交所, 美股, 暴跌, 影响","every day, NYSE, US stocks, Plunge, influences"
7,44,__label__neutral,新冠,2020-03-09,新冠 病毒 攻击 中枢神经 系统 意大利 确诊 病例 升至 三千 零 八十九 例 物理 隔绝 三 czddw 九 滴 做 的 不错,2020-03-09 22:59:00,0,0,0,__label__neutral,0.00206,0.00095,0.99855,0.99855,2.0,"每天, 纽交所, 美股, 暴跌, 影响","every day, NYSE, US stocks, Plunge, influences"
8,52,__label__negative,新冠,2020-03-09,无证据 显示 新冠 病毒 会 在 夏季 消失 现在 全球 扩散 已经 说明 和 气温 无关 了 指望 气温 升高 让 病毒 自动 消失 就 有点 幼稚 了 三 cldue 九 也许 会 变弱 北京,2020-03-09 22:59:00,0,0,0,__label__negative,0.00188,0.90193,0.22271,0.90193,0.0,"三月, 病例, 确诊, 病毒, 报告","March, Case, Confirmed diagnosis, virus, report"
9,53,__label__positive,新冠,2020-03-09,科学 新 研究 武汉 封城 减少 近 八十 ％ 的 国际 传播 据 三月 六日 发表 于 科学 的 论文 中国 复旦大学 美国西北大学 华盛顿大学 等 多 机构 合作 使用 全球 流行 和 流动 模型 gleam 模拟 了 武汉 出行 禁令 和 国际 旅行 限制 对 新冠 病毒传播 的 影响 研究 发现 二千 零 二十年 一月 二十三日 开始 的 武汉 出行 禁令 延缓 了 国内 病毒 ​ ,2020-03-09 22:59:00,0,1,1,__label__negative,0.01451,0.68596,0.12941,0.68596,2.0,"每天, 纽交所, 美股, 暴跌, 影响","every day, NYSE, US stocks, Plunge, influences"
